"CONTINENT","REGION","WHO_REGION","ADMIN0","ADMIN0ID","ADMIN0_FIP","ADMIN0ISO2","ADMIN0ISO3","ADMIN1","ADMIN1ID","ADMIN2","ADMIN2ID","Alt_ADMIN2","ADMIN3","ADMIN3ID","IUs_ADM","IUs_NAME","IU_ID","IU_CODE","Year","Endemicity","TargetPop","PopReq","PopTrg","PopTreat","Cov","PC","EffPC","PC_n","EffPC_n","EpiCov","EpiPC","EpiEffPC","EpiPC_n","EpiEffPC_n","MDA_scheme","JRF_submitted","Endemicity_ID"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Gaza","3445","Massingir","33134",null,null,"0","ADM2","Massingir","33134","MOZ0344533134","2021","Moderate prevalence (20%-49%)","Total","16137","0","0","0.0","0","0","4","4","0.0","0","0","4","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Gaza","3445","Massingir","33134",null,null,"0","ADM2","Massingir","33134","MOZ0344533134","2022","Moderate prevalence (20%-49%)","Total","15104","10251","9617","93.819999999999993","1","1","5","5","63.670000000000002","1","0","5","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2013","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2014","Moderate prevalence (20%-49%)","PreSAC","7911","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2015","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2016","Moderate prevalence (20%-49%)","PreSAC","8533","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2017","Moderate prevalence (20%-49%)","PreSAC","8472","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2018","Moderate prevalence (20%-49%)","PreSAC","7387","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2019","Moderate prevalence (20%-49%)","PreSAC","6040","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2020","Moderate prevalence (20%-49%)","PreSAC","6209","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2021","Moderate prevalence (20%-49%)","PreSAC","6870","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2022","Moderate prevalence (20%-49%)","PreSAC","5938","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2013","Not reported","SAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2014","Moderate prevalence (20%-49%)","SAC","13030","13030","13065","100.27","1","1","1","1","100.27","1","1","1","1","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2015","Not reported","SAC","0","0","0","0.0","0","0","1","1","0.0","0","0","1","1","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2016","Moderate prevalence (20%-49%)","SAC","14055","14055","14200","101.03","1","1","2","2","101.03","1","1","2","2","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2017","Moderate prevalence (20%-49%)","SAC","13954","13954","13873","99.420000000000002","1","1","3","3","99.420000000000002","1","1","3","3","ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2018","Moderate prevalence (20%-49%)","SAC","14265","0","0","0.0","0","0","3","3","0.0","0","0","3","3","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2019","Moderate prevalence (20%-49%)","SAC","14580","14580","15272","104.75","1","1","4","4","104.75","1","1","4","4","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2020","Moderate prevalence (20%-49%)","SAC","12582","0","0","0.0","0","0","4","4","0.0","0","0","4","4","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2021","Moderate prevalence (20%-49%)","SAC","12824","0","0","0.0","0","0","4","4","0.0","0","0","4","4","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2022","Moderate prevalence (20%-49%)","SAC","12541","12541","12757","101.72","1","1","5","5","101.72","1","1","5","5","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2013","Not reported","Total","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2014","Moderate prevalence (20%-49%)","Total","20941","13030","13065","100.27","1","1","1","1","62.390000000000001","1","0","1","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2015","Not reported","Total","0","0","0","0.0","0","0","1","1","0.0","0","0","1","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2016","Moderate prevalence (20%-49%)","Total","22588","14055","14200","101.03","1","1","2","2","62.869999999999997","1","0","2","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2017","Moderate prevalence (20%-49%)","Total","22426","13954","13873","99.420000000000002","1","1","3","3","61.859999999999999","1","0","3","0","ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2018","Moderate prevalence (20%-49%)","Total","21652","0","0","0.0","0","0","3","3","0.0","0","0","3","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2019","Moderate prevalence (20%-49%)","Total","20620","14580","15272","104.75","1","1","4","4","74.060000000000002","1","0","4","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2020","Moderate prevalence (20%-49%)","Total","18791","0","0","0.0","0","0","4","4","0.0","0","0","4","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2021","Moderate prevalence (20%-49%)","Total","19694","0","0","0.0","0","0","4","4","0.0","0","0","4","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Funhalouro","33136",null,null,"0","ADM2","Funhalouro","33136","MOZ0344633136","2022","Moderate prevalence (20%-49%)","Total","18479","12541","12757","101.72","1","1","5","5","69.040000000000006","1","0","5","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2013","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2014","High prevalence (50% and above)","PreSAC","6950","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2015","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2016","High prevalence (50% and above)","PreSAC","7420","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2017","High prevalence (50% and above)","PreSAC","7330","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2018","High prevalence (50% and above)","PreSAC","6359","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2019","High prevalence (50% and above)","PreSAC","5173","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2020","High prevalence (50% and above)","PreSAC","5093","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2021","High prevalence (50% and above)","PreSAC","5642","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2022","High prevalence (50% and above)","PreSAC","4882","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2013","Not reported","SAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2014","High prevalence (50% and above)","SAC","11447","11447","12709","111.02","1","1","1","1","111.02","1","1","1","1","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2015","Not reported","SAC","0","0","0","0.0","0","0","1","1","0.0","0","0","1","1","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2016","High prevalence (50% and above)","SAC","12222","12222","10839","88.680000000000007","1","1","2","2","88.680000000000007","1","1","2","2","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2017","High prevalence (50% and above)","SAC","12072","12072","11930","98.819999999999993","1","1","3","3","98.819999999999993","1","1","3","3","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2018","High prevalence (50% and above)","SAC","12279","12279","12529","102.04000000000001","1","1","4","4","102.04000000000001","1","1","4","4","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2019","High prevalence (50% and above)","SAC","12487","12487","11765","94.219999999999999","1","1","5","5","94.219999999999999","1","1","5","5","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2020","High prevalence (50% and above)","SAC","10320","12697","11679","91.980000000000004","1","1","6","6","113.17","1","1","6","6","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2021","High prevalence (50% and above)","SAC","10532","0","0","0.0","0","0","6","6","0.0","0","0","6","6","Not delivered","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2022","High prevalence (50% and above)","SAC","10313","10313","11358","110.13","1","1","7","7","110.13","1","1","7","7","PZQ+ALB/MBD","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2013","Not reported","Total","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2014","High prevalence (50% and above)","Total","18397","11447","12709","111.02","1","1","1","1","69.079999999999998","1","0","1","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2015","Not reported","Total","0","0","0","0.0","0","0","1","1","0.0","0","0","1","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2016","High prevalence (50% and above)","Total","19642","12222","10839","88.680000000000007","1","1","2","2","55.18","1","0","2","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2017","High prevalence (50% and above)","Total","19402","12072","11930","98.819999999999993","1","1","3","3","61.490000000000002","1","0","3","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2018","High prevalence (50% and above)","Total","18638","12279","12529","102.04000000000001","1","1","4","4","67.219999999999999","1","0","4","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2019","High prevalence (50% and above)","Total","17660","12487","11765","94.219999999999999","1","1","5","5","66.620000000000005","1","0","5","0","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2020","High prevalence (50% and above)","Total","15413","12697","11679","91.980000000000004","1","1","6","6","75.769999999999996","1","1","6","1","ALB+IVM","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2021","High prevalence (50% and above)","Total","16174","0","0","0.0","0","0","6","6","0.0","0","0","6","1","Not delivered","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Govuro","33137",null,null,"0","ADM2","Govuro","33137","MOZ0344633137","2022","High prevalence (50% and above)","Total","15195","10313","11358","110.13","1","1","7","7","74.75","1","0","7","1","PZQ+ALB/MBD","1","6"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2013","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2014","Moderate prevalence (20%-49%)","PreSAC","21369","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2015","Not reported","PreSAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2016","Moderate prevalence (20%-49%)","PreSAC","22714","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2017","Moderate prevalence (20%-49%)","PreSAC","22386","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2018","Moderate prevalence (20%-49%)","PreSAC","19378","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2019","Moderate prevalence (20%-49%)","PreSAC","15731","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2020","Moderate prevalence (20%-49%)","PreSAC","16274","0","0","0.0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2021","Moderate prevalence (20%-49%)","PreSAC","18058","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2022","Moderate prevalence (20%-49%)","PreSAC","15651","0","0","0.0","0","0","0","0","0.0","0","0","0","0","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2013","Not reported","SAC","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2014","Moderate prevalence (20%-49%)","SAC","35196","35196","63619","180.75999999999999","1","1","1","1","180.75999999999999","1","1","1","1","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2015","Not reported","SAC","0","0","0","0.0","0","0","1","1","0.0","0","0","1","1","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2016","Moderate prevalence (20%-49%)","SAC","37411","37411","39067","104.43000000000001","1","1","2","2","104.43000000000001","1","1","2","2","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2017","Moderate prevalence (20%-49%)","SAC","36872","28970","50547","174.47999999999999","1","1","3","3","137.09","1","1","3","3","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2018","Moderate prevalence (20%-49%)","SAC","37420","37420","45117","120.56999999999999","1","1","4","4","120.56999999999999","1","1","4","4","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2019","Moderate prevalence (20%-49%)","SAC","37971","37971","44097","116.13","1","1","5","5","116.13","1","1","5","5","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2020","Moderate prevalence (20%-49%)","SAC","32978","38526","37407","97.099999999999994","1","1","6","6","113.43000000000001","1","1","6","6","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2021","Moderate prevalence (20%-49%)","SAC","33708","0","0","0.0","0","0","6","6","0.0","0","0","6","6","Not delivered","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2022","Moderate prevalence (20%-49%)","SAC","33059","33059","35982","108.84","1","1","7","7","108.84","1","1","7","7","PZQ+ALB/MBD","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2013","Not reported","Total","0","0","0","0.0","0","0","0","0","0.0","0","0","0","0","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2014","Moderate prevalence (20%-49%)","Total","56565","35196","63619","180.75999999999999","1","1","1","1","112.47","1","1","1","1","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2015","Not reported","Total","0","0","0","0.0","0","0","1","1","0.0","0","0","1","1","Not delivered","0","999"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2016","Moderate prevalence (20%-49%)","Total","60125","37411","39067","104.43000000000001","1","1","2","2","64.980000000000004","1","0","2","1","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2017","Moderate prevalence (20%-49%)","Total","59258","28970","50547","174.47999999999999","1","1","3","3","85.299999999999997","1","1","3","2","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2018","Moderate prevalence (20%-49%)","Total","56798","37420","45117","120.56999999999999","1","1","4","4","79.430000000000007","1","1","4","3","ALB+IVM","1","7"
"Africa","Eastern Africa","AFRO","Mozambique","31","MZ","MZ","MOZ","Inhambane","3446","Homoine","33138",null,null,"0","ADM2","Homoine","33138","MOZ0344633138","2019","Moderate prevalence (20%-49%)","Total","53702","37971","44097","116.13","1","1","5","5","82.109999999999999","1","1","5","4","ALB+IVM","1","7"
